line_num,line_str,n,chap_num
8738,,0,18
8739,"“No,” Brett said.",17,18
8740,,0,18
8741,“Den I think a tabul for two will be enuff.”,44,18
8742,,0,18
8743,"“Don’t talk to him,” Brett said. “Mike must have been in bad shape,” she",72,18
8744,said on the stairs. We passed Montoya on the stairs. He bowed and did,69,18
8745,not smile.,10,18
8746,,0,18
8747,"“I’ll see you at the café,” Brett said. “Thank you, so much, Jake.”",67,18
8748,,0,18
8749,We had stopped at the floor our rooms were on. She went straight down,69,18
8750,the hall and into Romero’s room. She did not knock. She simply opened,69,18
8751,"the door, went in, and closed it behind her.",44,18
8752,,0,18
8753,I stood in front of the door of Mike’s room and knocked. There was no,69,18
8754,answer. I tried the knob and it opened. Inside the room was in great,68,18
8755,disorder. All the bags were opened and clothing was strewn around. There,72,18
8756,were empty bottles beside the bed. Mike lay on the bed looking like a,69,18
8757,death mask of himself. He opened his eyes and looked at me.,59,18
8758,,0,18
8759,"“Hello, Jake,” he said very slowly. “I’m getting a lit tle sleep. I’ve",70,18
8760,want ed a lit tle sleep for a long time.”,41,18
8761,,0,18
8762,“Let me cover you over.”,24,18
8763,,0,18
8764,“No. I’m quite warm.”,21,18
8765,,0,18
8766,“Don’t go. I have n’t got ten to sleep yet.”,44,18
8767,,0,18
8768,"“You’ll sleep, Mike. Don’t worry, boy.”",39,18
8769,,0,18
8770,"“Brett’s got a bull-fighter,” Mike said. “But her Jew has gone away.”",69,18
8771,,0,18
8772,He turned his head and looked at me.,36,18
8773,,0,18
8774,"“Damned good thing, what?”",26,18
8775,,0,18
8776,"“Yes. Now go to sleep, Mike. You ought to get some sleep.”",58,18
8777,,0,18
8778,“I’m just start ing. I’m go ing to get a lit tle sleep.”,56,18
8779,,0,18
8780,He shut his eyes. I went out of the room and turned the door to quietly.,72,18
8781,Bill was in my room reading the paper.,38,18
8782,,0,18
8783,“See Mike?”,11,18
8784,,0,18
8785,“Yes.”,6,18
8786,,0,18
8787,“Let’s go and eat.”,19,18
8788,,0,18
8789,“I won’t eat down-stairs with that German head waiter. He was damned,68,18
8790,snotty when I was getting Mike up-stairs.”,42,18
8791,,0,18
8792,"“He was snotty to us, too.”",27,18
8793,,0,18
8794,“Let’s go out and eat in the town.”,35,18
8795,,0,18
8796,We went down the stairs. On the stairs we passed a girl coming up with a,72,18
8797,covered tray.,13,18
8798,,0,18
8799,"“There goes Brett’s lunch,” Bill said.",38,18
8800,,0,18
8801,"“And the kid’s,” I said.",24,18
8802,,0,18
8803,Outside on the terrace under the arcade the German head waiter came up.,71,18
8804,His red cheeks were shiny. He was being polite.,47,18
8805,,0,18
8806,"“I haff a tabul for two for you gentlemen,” he said.",52,18
8807,,0,18
8808,"“Go sit at it,” Bill said. We went on out across the street.",60,18
8809,,0,18
8810,We ate at a restaurant in a side street off the square. They were all,69,18
8811,men eating in the restaurant. It was full of smoke and drinking and,67,18
8812,singing. The food was good and so was the wine. We did not talk much.,69,18
8813,Afterward we went to the café and watched the fiesta come to the,64,18
8814,boiling-point. Brett came over soon after lunch. She said she had looked,72,18
8815,in the room and that Mike was asleep.,37,18
8816,,0,18
8817,When the fiesta boiled over and toward the bull-ring we went with the,69,18
8818,crowd. Brett sat at the ringside between Bill and me. Directly below us,71,18
8819,"was the callejon, the passageway between the stands and the red fence of",72,18
8820,"the barrera. Behind us the concrete stands filled solidly. Out in front,",72,18
8821,"beyond the red fence, the sand of the ring was smooth-rolled and yellow.",72,18
8822,"It looked a little heavy from the rain, but it was dry in the sun and",69,18
8823,firm and smooth. The sword-handlers and bull-ring servants came down the,72,18
8824,callejon carrying on their shoulders the wicker baskets of fighting,67,18
8825,capes and muletas. They were bloodstained and compactly folded and,66,18
8826,packed in the baskets. The sword-handlers opened the heavy leather,66,18
8827,sword-cases so the red wrapped hilts of the sheaf of swords showed as,69,18
8828,the leather case leaned against the fence. They unfolded the,60,18
8829,dark-stained red flannel of the muletas and fixed batons in them to,67,18
8830,spread the stuff and give the matador something to hold. Brett watched,70,18
8831,it all. She was absorbed in the professional details.,53,18
8832,,0,18
8833,"“He’s his name stencilled on all the capes and muletas,” she said. “Why",71,18
8834,do they call them muletas?”,27,18
8835,,0,18
8836,“I don’t know.”,15,18
8837,,0,18
8838,“I wonder if they ever launder them.”,37,18
8839,,0,18
8840,“I don’t think so. It might spoil the color.”,45,18
8841,,0,18
8842,"“The blood must stiffen them,” Bill said.",41,18
8843,,0,18
8844,"“Funny,” Brett said. “How one doesn’t mind the blood.”",54,18
8845,,0,18
8846,Below in the narrow passage of the callejon the sword-handlers arranged,71,18
8847,"everything. All the seats were full. Above, all the boxes were full.",68,18
8848,There was not an empty seat except in the President’s box. When he came,71,18
8849,"in the fight would start. Across the smooth sand, in the high doorway",69,18
8850,"that led into the corrals, the bull-fighters were standing, their arms",70,18
8851,"furled in their capes, talking, waiting for the signal to march in",66,18
8852,across the arena. Brett was watching them with the glasses.,59,18
8853,,0,18
8854,"“Here, would you like to look?”",31,18
8855,,0,18
8856,I looked through the glasses and saw the three matadors. Romero was in,70,18
8857,"the centre, Belmonte on his left, Marcial on his right. Back of them",68,18
8858,"were their people, and behind the banderilleros, back in the passageway",71,18
8859,"and in the open space of the corral, I saw the picadors. Romero was",67,18
8860,wearing a black suit. His tricornered hat was low down over his eyes. I,71,18
8861,"could not see his face clearly under the hat, but it looked badly",65,18
8862,marked. He was looking straight ahead. Marcial was smoking a cigarette,70,18
8863,"guardedly, holding it in his hand. Belmonte looked ahead, his face wan",70,18
8864,"and yellow, his long wolf jaw out. He was looking at nothing. Neither he",72,18
8865,nor Romero seemed to have anything in common with the others. They were,71,18
8866,all alone. The President came in; there was handclapping above us in the,72,18
8867,"grand stand, and I handed the glasses to Brett. There was applause. The",71,18
8868,music started. Brett looked through the glasses.,48,18
8869,,0,18
8870,"“Here, take them,” she said.",28,18
8871,,0,18
8872,Through the glasses I saw Belmonte speak to Romero. Marcial straightened,72,18
8873,"up and dropped his cigarette, and, looking straight ahead, their heads",70,18
8874,"back, their free arms swinging, the three matadors walked out. Behind",69,18
8875,"them came all the procession, opening out, all striding in step, all the",72,18
8876,"capes furled, everybody with free arms swinging, and behind rode the",68,18
8877,"picadors, their pics rising like lances. Behind all came the two trains",71,18
8878,"of mules and the bull-ring servants. The matadors bowed, holding their",70,18
8879,"hats on, before the President’s box, and then came over to the barrera",70,18
8880,below us. Pedro Romero took off his heavy gold-brocaded cape and handed,71,18
8881,it over the fence to his sword-handler. He said something to the,64,18
8882,"sword-handler. Close below us we saw Romero’s lips were puffed, both",68,18
8883,eyes were discolored. His face was discolored and swollen. The,62,18
8884,"sword-handler took the cape, looked up at Brett, and came over to us and",72,18
8885,handed up the cape.,19,18
8886,,0,18
8887,"“Spread it out in front of you,” I said.",40,18
8888,,0,18
8889,Brett leaned forward. The cape was heavy and smoothly stiff with gold.,70,18
8890,"The sword-handler looked back, shook his head, and said something. A man",72,18
8891,beside me leaned over toward Brett.,35,18
8892,,0,18
8893,"“He doesn’t want you to spread it,” he said. “You should fold it and",68,18
8894,keep it in your lap.”,21,18
8895,,0,18
8896,Brett folded the heavy cape.,28,18
8897,,0,18
8898,Romero did not look up at us. He was speaking to Belmonte. Belmonte had,71,18
8899,sent his formal cape over to some friends. He looked across at them and,71,18
8900,"smiled, his wolf smile that was only with the mouth. Romero leaned over",71,18
8901,the barrera and asked for the water-jug. The sword-handler brought it,69,18
8902,"and Romero poured water over the percale of his fighting-cape, and then",71,18
8903,scuffed the lower folds in the sand with his slippered foot.,60,18
8904,,0,18
8905,“What’s that for?” Brett asked.,31,18
8906,,0,18
8907,“To give it weight in the wind.”,32,18
8908,,0,18
8909,"“His face looks bad,” Bill said.",32,18
8910,,0,18
8911,"“He feels very badly,” Brett said. “He should be in bed.”",57,18
8912,,0,18
8913,The first bull was Belmonte’s. Belmonte was very good. But because he,69,18
8914,got thirty thousand pesetas and people had stayed in line all night to,70,18
8915,"buy tickets to see him, the crowd demanded that he should be more than",70,18
8916,very good. Belmonte’s great attraction is working close to the bull. In,71,18
8917,bull-fighting they speak of the terrain of the bull and the terrain of,70,18
8918,the bull-fighter. As long as a bull-fighter stays in his own terrain he,71,18
8919,is comparatively safe. Each time he enters into the terrain of the bull,71,18
8920,"he is in great danger. Belmonte, in his best days, worked always in the",71,18
8921,terrain of the bull. This way he gave the sensation of coming tragedy.,70,18
8922,"People went to the corrida to see Belmonte, to be given tragic",62,18
8923,"sensations, and perhaps to see the death of Belmonte. Fifteen years ago",71,18
8924,"they said if you wanted to see Belmonte you should go quickly, while he",71,18
8925,was still alive. Since then he has killed more than a thousand bulls.,69,18
8926,"When he retired the legend grew up about how his bull-fighting had been,",72,18
8927,and when he came out of retirement the public were disappointed because,71,18
8928,no real man could work as close to the bulls as Belmonte was supposed to,72,18
8929,"have done, not, of course, even Belmonte.",41,18
8930,,0,18
8931,Also Belmonte imposed conditions and insisted that his bulls should not,71,18
8932,"be too large, nor too dangerously armed with horns, and so the element",70,18
8933,"that was necessary to give the sensation of tragedy was not there, and",70,18
8934,"the public, who wanted three times as much from Belmonte, who was sick",70,18
8935,"with a fistula, as Belmonte had ever been able to give, felt defrauded",70,18
8936,"and cheated, and Belmonte’s jaw came further out in contempt, and his",69,18
8937,"face turned yellower, and he moved with greater difficulty as his pain",70,18
8938,"increased, and finally the crowd were actively against him, and he was",70,18
8939,utterly contemptuous and indifferent. He had meant to have a great,66,18
8940,"afternoon, and instead it was an afternoon of sneers, shouted insults,",70,18
8941,"and finally a volley of cushions and pieces of bread and vegetables,",68,18
8942,thrown down at him in the plaza where he had had his greatest triumphs.,71,18
8943,His jaw only went further out. Sometimes he turned to smile that,64,18
8944,"toothed, long-jawed, lipless smile when he was called something",63,18
8945,"particularly insulting, and always the pain that any movement produced",70,18
8946,"grew stronger and stronger, until finally his yellow face was parchment",71,18
8947,"color, and after his second bull was dead and the throwing of bread and",71,18
8948,"cushions was over, after he had saluted the President with the same",67,18
8949,"wolf-jawed smile and contemptuous eyes, and handed his sword over the",69,18
8950,"barrera to be wiped, and put back in its case, he passed through into",69,18
8951,"the callejon and leaned on the barrera below us, his head on his arms,",70,18
8952,"not seeing, not hearing anything, only going through his pain. When he",70,18
8953,"looked up, finally, he asked for a drink of water. He swallowed a",65,18
8954,"little, rinsed his mouth, spat the water, took his cape, and went back",70,18
8955,into the ring.,14,18
8956,,0,18
8957,Because they were against Belmonte the public were for Romero. From the,71,18
8958,moment he left the barrera and went toward the bull they applauded him.,71,18
8959,"Belmonte watched Romero, too, watched him always without seeming to. He",71,18
8960,paid no attention to Marcial. Marcial was the sort of thing he knew all,71,18
8961,"about. He had come out of retirement to compete with Marcial, knowing it",72,18
8962,was a competition gained in advance. He had expected to compete with,68,18
8963,"Marcial and the other stars of the decadence of bull-fighting, and he",69,18
8964,knew that the sincerity of his own bull-fighting would be so set off by,71,18
8965,the false æsthetics of the bull-fighters of the decadent period that he,71,18
8966,would only have to be in the ring. His return from retirement had been,70,18
8967,"spoiled by Romero. Romero did always, smoothly, calmly, and beautifully,",72,18
8968,"what he, Belmonte, could only bring himself to do now sometimes. The",68,18
8969,"crowd felt it, even the people from Biarritz, even the American",63,18
8970,"ambassador saw it, finally. It was a competition that Belmonte would not",72,18
8971,enter because it would lead only to a bad horn wound or death. Belmonte,71,18
8972,was no longer well enough. He no longer had his greatest moments in the,71,18
8973,bull-ring. He was not sure that there were any great moments. Things,68,18
8974,were not the same and now life only came in flashes. He had flashes of,70,18
8975,"the old greatness with his bulls, but they were not of value because he",71,18
8976,had discounted them in advance when he had picked the bulls out for,67,18
8977,"their safety, getting out of a motor and leaning on a fence, looking",68,18
8978,over at the herd on the ranch of his friend the bull-breeder. So he had,71,18
8979,"two small, manageable bulls without much horns, and when he felt the",68,18
8980,"greatness again coming, just a little of it through the pain that was",69,18
8981,"always with him, it had been discounted and sold in advance, and it did",71,18
8982,"not give him a good feeling. It was the greatness, but it did not make",70,18
8983,bull-fighting wonderful to him any more.,40,18
8984,,0,18
8985,"Pedro Romero had the greatness. He loved bull-fighting, and I think he",70,18
8986,"loved the bulls, and I think he loved Brett. Everything of which he",67,18
8987,could control the locality he did in front of her all that afternoon.,69,18
8988,"Never once did he look up. He made it stronger that way, and did it for",71,18
8989,"himself, too, as well as for her. Because he did not look up to ask if",70,18
8990,"it pleased he did it all for himself inside, and it strengthened him,",69,18
8991,"and yet he did it for her, too. But he did not do it for her at any loss",72,18
8992,to himself. He gained by it all through the afternoon.,54,18
8993,,0,18
8994,His first “quite” was directly below us. The three matadors take the,68,18
8995,bull in turn after each charge he makes at a picador. Belmonte was the,70,18
8996,first. Marcial was the second. Then came Romero. The three of them were,71,18
8997,"standing at the left of the horse. The picador, his hat down over his",69,18
8998,"eyes, the shaft of his pic angling sharply toward the bull, kicked in",69,18
8999,the spurs and held them and with the reins in his left hand walked the,70,18
9000,horse forward toward the bull. The bull was watching. Seemingly he,66,18
9001,"watched the white horse, but really he watched the triangular steel",67,18
9002,"point of the pic. Romero, watching, saw the bull start to turn his head.",72,18
9003,He did not want to charge. Romero flicked his cape so the color caught,70,18
9004,"the bull’s eye. The bull charged with the reflex, charged, and found not",72,18
9005,"the flash of color but a white horse, and a man leaned far over the",67,18
9006,"horse, shot the steel point of the long hickory shaft into the hump of",70,18
9007,"muscle on the bull’s shoulder, and pulled his horse sideways as he",66,18
9008,"pivoted on the pic, making a wound, enforcing the iron into the bull’s",70,18
9009,"shoulder, making him bleed for Belmonte.",40,18
9010,,0,18
9011,The bull did not insist under the iron. He did not really want to get at,72,18
9012,the horse. He turned and the group broke apart and Romero was taking him,72,18
9013,"out with his cape. He took him out softly and smoothly, and then stopped",72,18
9014,"and, standing squarely in front of the bull, offered him the cape. The",70,18
9015,"bull’s tail went up and he charged, and Romero moved his arms ahead of",70,18
9016,"the bull, wheeling, his feet firmed. The dampened, mud-weighted cape",68,18
9017,"swung open and full as a sail fills, and Romero pivoted with it just",68,18
9018,ahead of the bull. At the end of the pass they were facing each other,69,18
9019,"again. Romero smiled. The bull wanted it again, and Romero’s cape filled",72,18
9020,"again, this time on the other side. Each time he let the bull pass so",69,18
9021,close that the man and the bull and the cape that filled and pivoted,68,18
9022,ahead of the bull were all one sharply etched mass. It was all so slow,70,18
9023,and so controlled. It was as though he were rocking the bull to sleep.,70,18
9024,"He made four veronicas like that, and finished with a half-veronica that",72,18
9025,"turned his back on the bull and came away toward the applause, his hand",71,18
9026,"on his hip, his cape on his arm, and the bull watching his back going",69,18
9027,away.,5,18
9028,,0,18
9029,In his own bulls he was perfect. His first bull did not see well. After,71,18
9030,the first two passes with the cape Romero knew exactly how bad the,66,18
9031,vision was impaired. He worked accordingly. It was not brilliant,64,18
9032,bull-fighting. It was only perfect bull-fighting. The crowd wanted the,70,18
9033,bull changed. They made a great row. Nothing very fine could happen with,72,18
9034,"a bull that could not see the lures, but the President would not order",70,18
9035,him replaced.,13,18
9036,,0,18
9037,“Why don’t they change him?” Brett asked.,41,18
9038,,0,18
9039,“They’ve paid for him. They don’t want to lose their money.”,60,18
9040,,0,18
9041,“It’s hardly fair to Romero.”,29,18
9042,,0,18
9043,“Watch how he handles a bull that can’t see the color.”,55,18
9044,,0,18
9045,“It’s the sort of thing I don’t like to see.”,45,18
9046,,0,18
9047,It was not nice to watch if you cared anything about the person who was,71,18
9048,"doing it. With the bull who could not see the colors of the capes, or",69,18
9049,"the scarlet flannel of the muleta, Romero had to make the bull consent",70,18
9050,"with his body. He had to get so close that the bull saw his body, and",69,18
9051,"would start for it, and then shift the bull’s charge to the flannel and",71,18
9052,finish out the pass in the classic manner. The Biarritz crowd did not,69,18
9053,"like it They thought Romero was afraid, and that was why he gave that",69,18
9054,little sidestep each time as he transferred the bull’s charge from his,70,18
9055,own body to the flannel. They preferred Belmonte’s imitation of himself,71,18
9056,or Marcial’s imitation of Belmonte. There were three of them in the row,71,18
9057,behind us.,10,18
9058,,0,18
9059,“What’s he afraid of the bull for? The bull’s so dumb he only goes after,72,18
9060,the cloth.”,11,18
9061,,0,18
9062,“He’s just a young bull-fighter. He hasn’t learned it yet.”,59,18
9063,,0,18
9064,“But I thought he was fine with the cape before.”,49,18
9065,,0,18
9066,“Probably he’s nervous now.”,28,18
9067,,0,18
9068,"Out in the centre of the ring, all alone, Romero was going on with the",70,18
9069,"same thing, getting so close that the bull could see him plainly,",65,18
9070,"offering the body, offering it again a little closer, the bull watching",71,18
9071,"dully, then so close that the bull thought he had him, offering again",69,18
9072,"and finally drawing the charge and then, just before the horns came,",68,18
9073,"giving the bull the red cloth to follow with at little, almost",62,18
9074,"imperceptible, jerk that so offended the critical judgment of the",65,18
9075,Biarritz bull-fight experts.,28,18
9076,,0,18
9077,"“He’s going to kill now,” I said to Brett. “The bull’s still strong. He",71,18
9078,wouldn’t wear himself out.”,27,18
9079,,0,18
9080,"Out in the centre of the ring Romero profiled in front of the bull, drew",72,18
9081,"the sword out from the folds of the muleta, rose on his toes, and",65,18
9082,sighted along the blade. The bull charged as Romero charged. Romero’s,69,18
9083,"left hand dropped the muleta over the bull’s muzzle to blind him, his",69,18
9084,"left shoulder went forward between the horns as the sword went in, and",70,18
9085,"for just an instant he and the bull were one, Romero way out over the",69,18
9086,"bull, the right arm extended high up to where the hilt of the sword had",71,18
9087,gone in between the bull’s shoulders. Then the figure was broken. There,71,18
9088,"was a little jolt as Romero came clear, and then he was standing, one",69,18
9089,"hand up, facing the bull, his shirt ripped out from under his sleeve,",69,18
9090,"the white blowing in the wind, and the bull, the red sword hilt tight",69,18
9091,"between his shoulders, his head going down and his legs settling.",65,18
9092,,0,18
9093,"“There he goes,” Bill said.",27,18
9094,,0,18
9095,"Romero was close enough so the bull could see him. His hand still up, he",72,18
9096,"spoke to the bull. The bull gathered himself, then his head went forward",72,18
9097,"and he went over slowly, then all over, suddenly, four feet in the air.",71,18
9098,,0,18
9099,"They handed the sword to Romero, and carrying it blade down, the muleta",71,18
9100,"in his other hand, he walked over to in front of the President’s box,",69,18
9101,"bowed, straightened, and came over to the barrera and handed over the",69,18
9102,sword and muleta.,17,18
9103,,0,18
9104,"“Bad one,” said the sword-handler.",34,18
9105,,0,18
9106,"“He made me sweat,” said Romero. He wiped off his face. The",59,18
9107,sword-handler handed him the water-jug. Romero wiped his lips. It hurt,70,18
9108,him to drink out of the jug. He did not look up at us.,54,18
9109,,0,18
9110,Marcial had a big day. They were still applauding him when Romero’s last,72,18
9111,bull came in. It was the bull that had sprinted out and killed the man,70,18
9112,in the morning running.,23,18
9113,,0,18
9114,During Romero’s first bull his hurt face had been very noticeable.,66,18
9115,Everything he did showed it. All the concentration of the awkwardly,67,18
9116,delicate working with the bull that could not see well brought it out.,70,18
9117,The fight with Cohn had not touched his spirit but his face had been,68,18
9118,smashed and his body hurt. He was wiping all that out now. Each thing,69,18
9119,that he did with this bull wiped that out a little cleaner. It was a,68,18
9120,"good bull, a big bull, and with horns, and it turned and recharged",66,18
9121,easily and surely. He was what Romero wanted in bulls.,54,18
9122,,0,18
9123,"When he had finished his work with the muleta and was ready to kill, the",72,18
9124,"crowd made him go on. They did not want the bull killed yet, they did",69,18
9125,not want it to be over. Romero went on. It was like a course in,63,18
9126,"bull-fighting. All the passes he linked up, all completed, all slow,",68,18
9127,templed and smooth. There were no tricks and no mystifications. There,69,18
9128,was no brusqueness. And each pass as it reached the summit gave you a,69,18
9129,sudden ache inside. The crowd did not want it ever to be finished.,66,18
9130,,0,18
9131,"The bull was squared on all four feet to be killed, and Romero killed",69,18
9132,directly below us. He killed not as he had been forced to by the last,69,18
9133,"bull, but as he wanted to. He profiled directly in front of the bull,",69,18
9134,drew the sword out of the folds of the muleta and sighted along the,67,18
9135,blade. The bull watched him. Romero spoke to the bull and tapped one of,71,18
9136,"his feet. The bull charged and Romero waited for the charge, the muleta",71,18
9137,"held low, sighting along the blade, his feet firm. Then without taking a",72,18
9138,"step forward, he became one with the bull, the sword was in high between",72,18
9139,"the shoulders, the bull had followed the low-swung flannel, that",64,18
9140,"disappeared as Romero lurched clear to the left, and it was over. The",69,18
9141,"bull tried to go forward, his legs commenced to settle, he swung from",69,18
9142,"side to side, hesitated, then went down on his knees, and Romero’s older",72,18
9143,brother leaned forward behind him and drove a short knife into the,66,18
9144,bull’s neck at the base of the horns. The first time he missed. He drove,72,18
9145,"the knife in again, and the bull went over, twitching and rigid.",64,18
9146,"Romero’s brother, holding the bull’s horn in one hand, the knife in the",71,18
9147,"other, looked up at the President’s box. Handkerchiefs were waving all",70,18
9148,over the bull-ring. The President looked down from the box and waved his,72,18
9149,handkerchief. The brother cut the notched black ear from the dead bull,70,18
9150,and trotted over with it to Romero. The bull lay heavy and black on the,71,18
9151,"sand, his tongue out. Boys were running toward him from all parts of the",72,18
9152,"arena, making a little circle around him. They were starting to dance",69,18
9153,around the bull.,16,18
9154,,0,18
9155,Romero took the ear from his brother and held it up toward the,62,18
9156,"President. The President bowed and Romero, running to get ahead of the",70,18
9157,"crowd, came toward us. He leaned up against the barrera and gave the ear",72,18
9158,to Brett. He nodded his head and smiled. The crowd were all about him.,70,18
9159,Brett held down the cape.,25,18
9160,,0,18
9161,“You liked it?” Romero called.,30,18
9162,,0,18
9163,Brett did not say anything. They looked at each other and smiled. Brett,71,18
9164,had the ear in her hand.,24,18
9165,,0,18
9166,"“Don’t get bloody,” Romero said, and grinned. The crowd wanted him.",67,18
9167,"Several boys shouted at Brett. The crowd was the boys, the dancers, and",71,18
9168,the drunks. Romero turned and tried to get through the crowd. They were,71,18
9169,all around him trying to lift him and put him on their shoulders. He,68,18
9170,"fought and twisted away, and started running, in the midst of them,",67,18
9171,toward the exit. He did not want to be carried on people’s shoulders.,69,18
9172,But they held him and lifted him. It was uncomfortable and his legs were,72,18
9173,spraddled and his body was very sore. They were lifting him and all,67,18
9174,running toward the gate. He had his hand on somebody’s shoulder. He,67,18
9175,"looked around at us apologetically. The crowd, running, went out the",68,18
9176,gate with him.,14,18
9177,,0,18
9178,We all three went back to the hotel. Brett went up-stairs. Bill and I,69,18
9179,sat in the down-stairs dining-room and ate some hard-boiled eggs and,68,18
9180,drank several bottles of beer. Belmonte came down in his street clothes,71,18
9181,with his manager and two other men. They sat at the next table and ate.,71,18
9182,Belmonte ate very little. They were leaving on the seven o’clock train,70,18
9183,"for Barcelona. Belmonte wore a blue-striped shirt and a dark suit, and",70,18
9184,ate soft-boiled eggs. The others ate a big meal. Belmonte did not talk.,71,18
9185,He only answered questions.,27,18
9186,,0,18
9187,Bill was tired after the bull-fight. So was I. We both took a bull-fight,72,18
9188,very hard. We sat and ate the eggs and I watched Belmonte and the people,72,18
9189,at his table. The men with him were tough-looking and businesslike.,67,18
9190,,0,18
9191,"“Come on over to the café,” Bill said. “I want an absinthe.”",60,18
9192,,0,18
9193,It was the last day of the fiesta. Outside it was beginning to be cloudy,72,18
9194,again. The square was full of people and the fireworks experts were,67,18
9195,making up their set pieces for the night and covering them over with,68,18
9196,beech branches. Boys were watching. We passed stands of rockets with,68,18
9197,long bamboo stems. Outside the café there was a great crowd. The music,70,18
9198,and the dancing were going on. The giants and the dwarfs were passing.,70,18
9199,,0,18
9200,“Where’s Edna?” I asked Bill.,29,18
9201,,0,18
9202,“I don’t know.”,15,18
9203,,0,18
9204,We watched the beginning of the evening of the last night of the fiesta.,72,18
9205,The absinthe made everything seem better. I drank it without sugar in,69,18
9206,"the dripping glass, and it was pleasantly bitter.",49,18
9207,,0,18
9208,"“I feel sorry about Cohn,” Bill said. “He had an awful time.”",61,18
9209,,0,18
9210,"“Oh, to hell with Cohn,” I said.",32,18
9211,,0,18
9212,“Where do you suppose he went?”,31,18
9213,,0,18
9214,“Up to Paris.”,14,18
9215,,0,18
9216,“What do you suppose he’ll do?”,31,18
9217,,0,18
9218,"“Oh, to hell with him.”",23,18
9219,,0,18
9220,“What do you suppose he’ll do?”,31,18
9221,,0,18
9222,"“Pick up with his old girl, probably.”",38,18
9223,,0,18
9224,“Who was his old girl?”,23,18
9225,,0,18
9226,“Somebody named Frances.”,25,18
9227,,0,18
9228,We had another absinthe.,24,18
9229,,0,18
9230,“When do you go back?” I asked.,31,18
9231,,0,18
9232,“To-morrow.”,12,18
9233,,0,18
9234,"After a little while Bill said: “Well, it was a swell fiesta.”",62,18
9235,,0,18
9236,"“Yes,” I said; “something doing all the time.”",46,18
9237,,0,18
9238,“You wouldn’t believe it. It’s like a wonderful nightmare.”,59,18
9239,,0,18
9240,"“Sure,” I said. “I’d believe anything. Including nightmares.”",61,18
9241,,0,18
9242,“What’s the matter? Feel low?”,30,18
9243,,0,18
9244,“Low as hell.”,14,18
9245,,0,18
9246,"“Have another absinthe. Here, waiter! Another absinthe for this señor.”",71,18
9247,,0,18
9248,"“I feel like hell,” I said.",27,18
9249,,0,18
9250,"“Drink that,” said Bill. “Drink it slow.”",41,18
9251,,0,18
9252,It was beginning to get dark. The fiesta was going on. I began to feel,70,18
9253,drunk but I did not feel any better.,36,18
9254,,0,18
9255,“How do you feel?”,18,18
9256,,0,18
9257,“I feel like hell.”,19,18
9258,,0,18
9259,“Have another?”,15,18
9260,,0,18
9261,“It won’t do any good.”,23,18
9262,,0,18
9263,"“Try it. You can’t tell; maybe this is the one that gets it. Hey,",65,18
9264,waiter! Another absinthe for this señor!”,41,18
9265,,0,18
9266,I poured the water directly into it and stirred it instead of letting it,72,18
9267,drip. Bill put in a lump of ice. I stirred the ice around with a spoon,70,18
9268,"in the brownish, cloudy mixture.",32,18
9269,,0,18
9270,“How is it?”,12,18
9271,,0,18
9272,“Fine.”,7,18
9273,,0,18
9274,“Don’t drink it fast that way. It will make you sick.”,54,18
9275,,0,18
9276,I set down the glass. I had not meant to drink it fast.,55,18
9277,,0,18
9278,“I feel tight.”,15,18
9279,,0,18
9280,“You ought to.”,15,18
9281,,0,18
9282,"“That’s what you wanted, wasn’t it?”",36,18
9283,,0,18
9284,“Sure. Get tight. Get over your damn depression.”,49,18
9285,,0,18
9286,"“Well, I’m tight. Is that what you want?”",41,18
9287,,0,18
9288,“Sit down.”,11,18
9289,,0,18
9290,"“I won’t sit down,” I said. “I’m going over to the hotel.”",58,18
9291,,0,18
9292,I was very drunk. I was drunker than I ever remembered having been. At,70,18
9293,the hotel I went up-stairs. Brett’s door was open. I put my head in the,71,18
9294,room. Mike was sitting on the bed. He waved a bottle.,53,18
9295,,0,18
9296,"“Jake,” he said. “Come in, Jake.”",33,18
9297,,0,18
9298,I went in and sat down. The room was unstable unless I looked at some,69,18
9299,fixed point.,12,18
9300,,0,18
9301,"“Brett, you know. She’s gone off with the bull-fighter chap.”",61,18
9302,,0,18
9303,“No.”,5,18
9304,,0,18
9305,“Yes. She looked for you to say good-bye. They went on the seven o’clock,72,18
9306,train.”,7,18
9307,,0,18
9308,“Did they?”,11,18
9309,,0,18
9310,"“Bad thing to do,” Mike said. “She shouldn’t have done it.”",59,18
9311,,0,18
9312,“No.”,5,18
9313,,0,18
9314,“Have a drink? Wait while I ring for some beer.”,48,18
9315,,0,18
9316,"“I’m drunk,” I said. “I’m going in and lie down.”",49,18
9317,,0,18
9318,“Are you blind? I was blind myself.”,36,18
9319,,0,18
9320,"“Yes,” I said, “I’m blind.”",27,18
9321,,0,18
9322,"“Well, bung-o,” Mike said. “Get some sleep, old Jake.”",54,18
9323,,0,18
9324,I went out the door and into my own room and lay on the bed. The bed,68,18
9325,went sailing off and I sat up in bed and looked at the wall to make it,70,18
9326,stop. Outside in the square the fiesta was going on. It did not mean,68,18
9327,anything. Later Bill and Mike came in to get me to go down and eat with,71,18
9328,them. I pretended to be asleep.,31,18
9329,,0,18
9330,“He’s asleep. Better let him alone.”,36,18
9331,,0,18
9332,"“He’s blind as a tick,” Mike said. They went out.",49,18
9333,,0,18
